Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status
49528C78AB65B909A799FA01D7210A50E735D0D3,10/01/2017 02:42:00 AM +0000,Crash Service,"(30.3662272,-97.6987812)",30.3662272,-97.6987812,900 Rutland Dr,ARCHIVED
49820F6FD5C388C563F6BEAEF5585A2AD3DC8413,09/28/2017 01:03:00 AM +0000,Traffic Impediment,"(30.2239607,-97.7651973)",30.2239607,-97.7651973,200-344 E Ben White Blvd Wb,ARCHIVED
49AE64F7FD1D3F88BBA01CFDF9CFBF9A68886037_1507904405000,10/13/2017 07:20:00 PM +0000,Crash Urgent,"(30.233527,-97.795750)",30.233527,-97.79575,4236-4238 S Capital Of Texas Hwy Sb,ARCHIVED
49DD744FF126341803FBB56A028DC0177C24F979,10/04/2017 02:45:00 PM +0000,Crash Urgent,"(30.4023117,-97.7461602)",30.4023117,-97.7461602,10928-10964 RESEARCH BLVD SVRD SB,ARCHIVED
49DD744FF126341803FBB56A028DC0177C24F979_1508147247000,10/16/2017 02:47:00 PM +0000,Crash Service,"(30.270962,-97.752522)",30.270962,-97.752522,Bowie St & W 6th St,ARCHIVED
49DD744FF126341803FBB56A028DC0177C24F979_1508182154000,10/17/2017 12:29:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.175285,-97.526904)",30.175285,-97.526904,W Sh 71 & Tucker Hill Ln,ARCHIVED
49DD744FF126341803FBB56A028DC0177C24F979_1508269271000,10/18/2017 12:41:00 AM +0000,LOOSE LIVESTOCK,"(30.387478,-97.417908)",30.387478,-97.417908,15400-BLK HARRY LIND RD,ARCHIVED
4A4AB45448022F0C738FE9E310148EA1EB7F856B,09/27/2017 09:45:00 PM +0000,Traffic Hazard,"(30.428624,-97.7586454)",30.428624,-97.7586454,12500-12579 Research Blvd Nb,ARCHIVED
4A4AB45448022F0C738FE9E310148EA1EB7F856B_1508089606000,10/15/2017 10:46:00 PM +0000,Traffic Impediment,"(30.330071,-97.739890)",30.330071,-97.73989,Shoalmont Dr & Burnet Rd,ARCHIVED
4A6C39763AD109EB75CE31C1EBFD53A0E883EE68,09/27/2017 05:10:00 PM +0000,Traffic Hazard,"(30.209793,-97.7560635)",30.209793,-97.7560635,4600 S Ih 35 Nb,ARCHIVED
4A6C39763AD109EB75CE31C1EBFD53A0E883EE68_1507894076000,10/13/2017 04:27:00 PM +0000,Crash Service,"(30.343564,-97.705158)",30.343564,-97.705158,201 E Anderson Ln Svrd Eb,ARCHIVED
4A8785CC9F1B1064951B1AAEF4810DA59820E6ED,09/30/2017 01:11:00 AM +0000,Crash Urgent,"(30.1930196,-97.7788819)",30.1930196,-97.7788819,S Congress Ave & W William Cannon Dr,ARCHIVED
4A8785CC9F1B1064951B1AAEF4810DA59820E6ED_1507834123000,10/12/2017 11:48:00 PM +0000,Crash Service,"(30.248924,-97.749937)",30.248924,-97.749937,S Congress Ave & E Elizabeth St,ARCHIVED
4A8785CC9F1B1064951B1AAEF4810DA59820E6ED_1507920219000,10/13/2017 11:43:00 PM +0000,Crash Urgent,"(30.318918,-97.730728)",30.318918,-97.730728,5117 N Lamar Blvd,ARCHIVED
4AA810B483D215AB1EED1A9F927EE2A4AAD12B73,10/05/2017 11:39:00 AM +0000,Crash Urgent,"(30.2038176,-97.8171482)",30.2038176,-97.8171482,7203 West Gate Blvd,ARCHIVED
4AA810B483D215AB1EED1A9F927EE2A4AAD12B73_1507870255000,10/13/2017 09:50:00 AM +0000,Traffic Hazard,"(30.443538,-97.833105)",30.443538,-97.833105,Boulder Ln & N Fm 620 Rd,ARCHIVED
4AA810B483D215AB1EED1A9F927EE2A4AAD12B73_1507893485000,10/13/2017 04:18:00 PM +0000,COLLISN/ LVNG SCN,"(30.272877,-97.778550)",30.272877,-97.77855,2401 Hatley Dr,ARCHIVED
4AA83FB5BE976B39EE8C5D84991E20A9343C33D2_1507937490000,10/14/2017 04:31:00 AM +0000,Crash Service,"(30.257831,-97.726637)",30.257831,-97.726637,E Cesar Chavez St & Chalmers Ave,ARCHIVED
4AB46ED419587791DCEF1A1E2391AD6C371A26B9,09/28/2017 11:54:00 AM +0000,Crash Urgent,"(30.3948111,-97.8457901)",30.3948111,-97.8457901,10800-11525 FM 2222 RD,ARCHIVED
4AC7E515771155A9EFA63AC6840EA7199C222C96,10/09/2017 05:42:00 PM +0000,Traffic Hazard,"(30.232526,-97.8265844)",30.232526,-97.8265844,5300-5415 N Mopac Expy Nb,ARCHIVED
4AC7E515771155A9EFA63AC6840EA7199C222C96_1507977240000,10/14/2017 03:34:00 PM +0000,Traffic Hazard,"(30.167496,-97.785589)",30.167496,-97.785589,8900-9301 S Ih 35 Nb,ARCHIVED
4ADB6EA83FF196924462448C6608080AFC1E6B5A,09/28/2017 04:42:00 AM +0000,Crash Service,"(30.2424493,-97.7838937)",30.2424493,-97.7838937,3003 S Lamar Blvd,ARCHIVED
4AEBA05C6C58D16F480A1930AC39E5B8311DE0E5,10/10/2017 05:46:00 AM +0000,Crash Service,"(30.2310738,-97.7593477)",30.2310738,-97.7593477,S Congress Ave & Coleman St,ARCHIVED
4B082257F17BD96CDFD43328E8BF24C9638F3A17,10/02/2017 01:37:00 PM +0000,Traffic Hazard,"(30.3854815,-97.6943919)",30.3854815,-97.6943919,1300-1316 W Braker Ln,ARCHIVED
4B082257F17BD96CDFD43328E8BF24C9638F3A17_1507880037000,10/13/2017 12:33:00 PM +0000,Traffic Hazard,"(30.315469,-97.663108)",30.315469,-97.663108,7100 ED BLUESTEIN BLVD SB,ARCHIVED
4B19229E380E9CA29673FDB967FD09CDCF4B5B44,09/27/2017 09:32:00 PM +0000,Crash Service,"(30.3303848,-97.7156439)",30.3303848,-97.7156439,W Huntland Dr & Airport Blvd,ARCHIVED
4B3DD95E69E77EFEAA3844FD6F6F6FFC5C3BD3F1,09/27/2017 09:24:00 PM +0000,Traffic Hazard,"(30.1865285,-97.7734949)",30.1865285,-97.7734949,6900 S Ih 35 Sb,ARCHIVED
4B7AF5BD2D1026517F203F379E660FE2337A3E33,09/30/2017 09:49:00 PM +0000,Traffic Hazard,"(30.2479305,-97.690938)",30.2479305,-97.690938,200-425 Ed Bluestein Blvd Nb,ARCHIVED
4B7AF5BD2D1026517F203F379E660FE2337A3E33_1507824040000,10/12/2017 09:00:00 PM +0000,Traffic Impediment,"(30.314445,-97.663289)",30.314445,-97.663289,7112 Ed Bluestein Blvd Svrd Sb,ARCHIVED
4C76A173C69F01E6BA2F875F402C57F1C2FEC19B,09/30/2017 03:53:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.2754174,-97.9142635)",30.2754174,-97.9142635,10301 W Sh 71,ARCHIVED
4C90181223E889A37C94B7C61243D3A5F6E0A8A4,09/29/2017 03:04:00 AM +0000,Crash Service,"(30.2543101,-97.762584)",30.2543101,-97.762584,1300-1312 Lamar Square Dr,ARCHIVED
4CA57359F9485DDB7FBBEBCFF2F6CBA35DA7F416,10/03/2017 10:18:00 PM +0000,COLLISION WITH INJURY,"(30.3265099,-97.6054071)",30.3265099,-97.6054071,10002-10033 Decker Ln,ARCHIVED
4CA57359F9485DDB7FBBEBCFF2F6CBA35DA7F416_1507911672000,10/13/2017 09:21:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.395834,-98.051309)",30.395834,-98.051309,1100-blk Bee Creek Rd,ARCHIVED
4CA57359F9485DDB7FBBEBCFF2F6CBA35DA7F416_1508143785000,10/16/2017 01:49:00 PM +0000,Traffic Hazard,"(30.312069,-97.715340)",30.312069,-97.71534,Airport Blvd & E 51st St,ARCHIVED
4CCE220495B298C3BCF19B23EBF3FA9A95FC3F8D,10/03/2017 11:15:00 AM +0000,zSTALLED VEHICLE,"(30.1653231,-97.7877932)",30.1653231,-97.7877932,9200 S Ih 35 Nb,ARCHIVED
4CCE220495B298C3BCF19B23EBF3FA9A95FC3F8D_1507701431000,10/11/2017 10:57:00 AM +0000,Crash Urgent,"(30.418295,-97.700912)",30.418295,-97.700912,TOMANET TRL & W PARMER LN,ARCHIVED
4D37D1E69194BA0504A4AFEDF2DB73267B6584D4,10/07/2017 06:36:00 AM +0000,COLLISION WITH INJURY,"(30.3999398,-97.5187667)",30.3999398,-97.5187667,16200-16717 N Fm 973 Rd,ARCHIVED
4D6FD598EF1F0E4BA6A5774BEFF6B61D7FAFA828,09/29/2017 04:12:00 PM +0000,Traffic Hazard,"(30.2737633,-97.7719907)",30.2737633,-97.7719907,100 S Mopac Expy Sb,ARCHIVED
4D6FD598EF1F0E4BA6A5774BEFF6B61D7FAFA828_1508151604000,10/16/2017 04:00:00 PM +0000,Crash Service,"(30.424444,-97.702299)",30.424444,-97.702299,12709 N Mopac Expy Svrd Nb,ARCHIVED
4D7A59E87E6CA367E15179C5C0D1403589E5D66B,09/29/2017 05:31:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.2744028,-97.8004374)",30.2744028,-97.8004374,Walsh Tarlton Ln & Bee Caves Rd,ARCHIVED
4D7A59E87E6CA367E15179C5C0D1403589E5D66B_1508130742000,10/16/2017 10:12:00 AM +0000,Traffic Hazard,"(30.207668,-97.860461)",30.207668,-97.860461,S Mopac Expy Svrd Nb & Davis Ln,ARCHIVED
4DA81066745689FC22FB717C0C6A7EDD96ED0FFB,10/04/2017 08:06:00 AM +0000,Traffic Impediment,"(30.2266316,-97.8619448)",30.2266316,-97.8619448,5904 Kabaye Cv,ARCHIVED
4DD260501DEC55CAAF354185B0AA99C8E05C045A,10/05/2017 08:49:00 PM +0000,Crash Service,"(30.2235217,-97.7476379)",30.2235217,-97.7476379,1198-1505 Woodward St,ARCHIVED
4DD260501DEC55CAAF354185B0AA99C8E05C045A_1508252564000,10/17/2017 08:02:00 PM +0000,Traffic Hazard,"(30.326855,-97.755959)",30.326855,-97.755959,4900 N Mopac Expy Sb,ARCHIVED
4DD7E5DD0410798A96A8F2E380DFE07581D5174B,10/09/2017 05:46:00 PM +0000,Traffic Hazard,"(30.2195417,-97.8372921)",30.2195417,-97.8372921,6700-7127 N Mopac Expy Nb,ARCHIVED
4DF48752D2757D1C2963B6E7B85B23B714D6D9D7,10/03/2017 03:48:00 PM +0000,Crash Service,"(30.2362184,-97.7247728)",30.2362184,-97.7247728,2410 E Riverside Dr,ARCHIVED
4DF48752D2757D1C2963B6E7B85B23B714D6D9D7_1507890588000,10/13/2017 03:29:00 PM +0000,Traffic Hazard,"(30.396762,-97.734584)",30.396762,-97.734584,3906 W Braker Ln,ARCHIVED
4DF48752D2757D1C2963B6E7B85B23B714D6D9D7_1507932279000,10/14/2017 03:04:00 AM +0000,VEHICLE FIRE,"(30.375984,-97.581813)",30.375984,-97.581813,13600-Blk N SH 130 NB,ARCHIVED
4DF48752D2757D1C2963B6E7B85B23B714D6D9D7_1508238616000,10/17/2017 04:10:00 PM +0000,Crash Urgent,"(30.414338,-97.663369)",30.414338,-97.663369,Mc Callen Pass & Center Ridge Dr,ARCHIVED
4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9,10/01/2017 07:17:00 PM +0000,Crash Service,"(30.2348986,-97.7236452)",30.2348986,-97.7236452,2508 E Riverside Dr,ARCHIVED
4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1508248697000,10/17/2017 06:58:00 PM +0000,Traffic Hazard,"(30.241047,-97.737398)",30.241047,-97.737398,S Ih 35 Svrd Sb & Woodland Ave,ARCHIVED
4E38023A2F4A0108DE215EDE5ACF1DEC70D33ADF,10/04/2017 02:14:00 AM +0000,Traffic Hazard,"(30.3548636,-97.7152855)",30.3548636,-97.7152855,8200 Research Blvd Nb,ARCHIVED
4E90091068533B241B2634A3599D34ABCA4C11AF,09/27/2017 03:37:00 PM +0000,Crash Urgent,"(30.2366292,-97.8466029)",30.2366292,-97.8466029,5700 W US 290 HWY SVRD WB,ARCHIVED
4E999D40954C92BF50A6B99FA69B04A76E9F55C3,09/29/2017 05:22:00 PM +0000,Crash Urgent,"(30.2009076,-97.8669715)",30.2009076,-97.8669715,5701 W Slaughter Ln,ARCHIVED
4EC43D88785FFFDCBE0AA3DD739F11CDD2A8C302,09/27/2017 05:55:00 PM +0000,Traffic Impediment,"(30.2861274,-97.7078113)",30.2861274,-97.7078113,2950-2969 Manor Rd,ARCHIVED
4EC43D88785FFFDCBE0AA3DD739F11CDD2A8C302_1507809138000,10/12/2017 04:52:00 PM +0000,Crash Urgent,"(30.215590,-97.749262)",30.21559,-97.749262,E BEN WHITE BLVD SVRD EB & GOVERNORS ROW,ARCHIVED
4EC9F4EB1CF064513747B5E058DD05F3F6D6B737,09/28/2017 06:15:00 AM +0000,Traffic Hazard,"(30.1112214,-97.8084294)",30.1112214,-97.8084294,13200 S Ih 35 Sb,ARCHIVED
4F221EE9A76B15F3F2737E7344CA4453902FB586,09/28/2017 08:57:00 PM +0000,Traffic Hazard,"(30.3657042,-97.7977461)",30.3657042,-97.7977461,6400-6401 City Park Rd,ARCHIVED
4F221EE9A76B15F3F2737E7344CA4453902FB586_1507910230000,10/13/2017 08:57:00 PM +0000,Crash Service,"(30.230455,-97.800842)",30.230455,-97.800842,4500-4637 West Gate Blvd,ARCHIVED
4F221EE9A76B15F3F2737E7344CA4453902FB586_1508259158000,10/17/2017 09:52:00 PM +0000,Crash Service,"(30.313135,-97.665108)",30.313135,-97.665108,3500 Susquehanna Ln,ARCHIVED
4F2B344C5268B61FB41F14C640AEAF89BB7AE6D7,10/03/2017 09:13:00 PM +0000,Crash Urgent,"(30.2505462,-97.7404218)",30.2505462,-97.7404218,803 E Riverside Dr,ARCHIVED
4F2B344C5268B61FB41F14C640AEAF89BB7AE6D7_1507823340000,10/12/2017 08:49:00 PM +0000,Traffic Impediment,"(30.229284,-97.774236)",30.229284,-97.774236,1006 Banister Ln,ARCHIVED
4FD505F8AEED956F068C4CE57BFC30A6131B7C79,09/28/2017 09:22:00 PM +0000,Crash Service,"(30.2364305,-97.6863872)",30.2364305,-97.6863872,600-765 Bastrop Hwy Nb,ARCHIVED
4FD505F8AEED956F068C4CE57BFC30A6131B7C79_1507825298000,10/12/2017 09:21:00 PM +0000,Crash Urgent,"(30.344480,-97.706370)",30.34448,-97.70637,200 W Anderson Ln Eb,ARCHIVED
4FE7A90DAAAA084605F6F37EEF527A50276887D2,10/09/2017 04:52:00 AM +0000,Traffic Hazard,"(30.2293765,-97.7865927)",30.2293765,-97.7865927,1800-2032 E Ben White Blvd Wb,ARCHIVED
4FFBA05E292341E54F6B149967CF0E728D4F11E8,09/29/2017 03:50:00 AM +0000,Crash Urgent,"(30.4052661,-97.6639419)",30.4052661,-97.6639419,E Parmer Ln & Mc Callen Pass,ARCHIVED
504DB50882D21B88A1D62F72F7EA7CCAB9C77799,09/30/2017 03:16:00 AM +0000,Crash Urgent,"(30.2073161,-97.793074)",30.2073161,-97.793074,Libyan Dr & Turtle Creek Blvd,ARCHIVED
504DB50882D21B88A1D62F72F7EA7CCAB9C77799_1507928197000,10/14/2017 01:56:00 AM +0000,Crash Service,"(30.281234,-97.687025)",30.281234,-97.687025,1401 Marcus Pl,ARCHIVED
5053478148A345FC6440D360A7C3472114E7A350,09/29/2017 01:38:00 AM +0000,Traffic Impediment,"(30.326388,-97.7344668)",30.326388,-97.7344668,Woodrow Ave & Houston St,ARCHIVED
5053478148A345FC6440D360A7C3472114E7A350_1507839684000,10/13/2017 01:21:00 AM +0000,Crash Service,"(30.265992,-97.702194)",30.265992,-97.702194,Tillery St & Govalle Ave,ARCHIVED
506E6C96C4D81E254C61D69E91E0D378110F9DF2_1508016871000,10/15/2017 02:34:00 AM +0000,Crash Service,"(30.326797,-97.694680)",30.326797,-97.69468,7020 Grand Canyon Dr,ARCHIVED
5070BE49E5B2AEE2297A3F986768A4AA0E7B1442,09/29/2017 01:44:00 AM +0000,BLOCKED DRIV/ HWY,"(30.1496963,-97.7629114)",30.1496963,-97.7629114,9508 Cheryl Lynn Rd,ARCHIVED
5071465A43CAC422CBF59350A6D40CC0635E266C,10/07/2017 05:15:00 PM +0000,Crash Service,"(30.1930196,-97.7788819)",30.1930196,-97.7788819,W William Cannon Dr & S Congress Ave,ARCHIVED
50796C51AC2A96A54D8F1B0E65EA7D2B2D8346F5_1508051902000,10/15/2017 12:18:00 PM +0000,COLLISION,"(30.557093,-97.882411)",30.557093,-97.882411,5100-blk N Lakeline Blvd,ARCHIVED
508DE84D9E60D0EA4F80173324A7A9CC95DBEDB3,09/29/2017 08:02:00 PM +0000,Crash Urgent,"(30.4333813,-97.7681876)",30.4333813,-97.7681876,N Us 183 Hwy Sb & N 183 Hwy Sb To Oak Knoll Ramp,ARCHIVED
508DE84D9E60D0EA4F80173324A7A9CC95DBEDB3_1508251175000,10/17/2017 07:39:00 PM +0000,Crash Urgent,"(30.458035,-97.823112)",30.458035,-97.823112,El Salido Pkwy & N Fm 620 Rd,ARCHIVED
509F6CCBC5A85A0D07F32BFF32186163BA8301B8,10/09/2017 11:34:00 PM +0000,Traffic Hazard,"(30.386161,-97.7432271)",30.386161,-97.7432271,0 MOPAC NB TO RESEARCH NB RAMP,ARCHIVED
509F6CCBC5A85A0D07F32BFF32186163BA8301B8_1508181714000,10/17/2017 12:21:00 AM +0000,Traffic Hazard,"(30.468956,-97.797017)",30.468956,-97.797017,13817-13900 N Us 183 Hwy Nb,ARCHIVED
50D6C3C9E4B3DD713FB1ADF7871F510727A64004,09/29/2017 12:38:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.4314022,-97.6831447)",30.4314022,-97.6831447,10708-11615 Gregg Ln,ARCHIVED
50D6C3C9E4B3DD713FB1ADF7871F510727A64004_1508147084000,10/16/2017 02:44:00 PM +0000,Traffic Hazard,"(30.336084,-97.694833)",30.336084,-97.694833,0 E Anderson Ln To Cameron Ramp,ARCHIVED
50D6C3C9E4B3DD713FB1ADF7871F510727A64004_1508233882000,10/17/2017 02:51:00 PM +0000,Traffic Hazard,"(30.209496,-97.787902)",30.209496,-97.787902,5704 Emerald Forest Dr,ARCHIVED
50DAC89F6D32513B42B26CBB102EBF039700C2E3,09/27/2017 07:43:00 PM +0000,Traffic Hazard,"(30.2423845,-97.7362061)",30.2423845,-97.7362061,1500 S Ih 35 Sb,ARCHIVED
50DAC89F6D32513B42B26CBB102EBF039700C2E3_1508080975000,10/15/2017 08:22:00 PM +0000,Crash Service,"(30.419103,-97.746443)",30.419103,-97.746443,Duval Rd & Research Blvd Svrd Nb,ARCHIVED
510DB8CCD12118CF88A7C860B741BD61530AEF0C,10/03/2017 03:52:00 PM +0000,Crash Urgent,"(30.3717482,-97.7223025)",30.3717482,-97.7223025,8965 Research Blvd Svrd Nb,ARCHIVED
510DB8CCD12118CF88A7C860B741BD61530AEF0C_1507890847000,10/13/2017 03:34:00 PM +0000,Crash Urgent,"(30.137091,-97.797699)",30.137091,-97.797699,11200-11324 S Ih 35 Svrd Sb,ARCHIVED
515A0309707C73B79EB01BAA31A500059F90A6B9,09/28/2017 06:18:00 PM +0000,Crash Urgent,"(30.2952693,-97.840862)",30.2952693,-97.840862,5500-5899 GROVER AVE,ARCHIVED
518840ACEE770C7541A96E7202F3FF586F7B704D,09/29/2017 04:17:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.3907392,-97.5792003)",30.3907392,-97.5792003,14338 N Sh 130 Sb,ARCHIVED
518840ACEE770C7541A96E7202F3FF586F7B704D_1508236792000,10/17/2017 03:39:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.466078,-97.843936)",30.466078,-97.843936,ANDERSON MILL RD & DIES RANCH RD,ARCHIVED
51B552D234204AD2EDE3F455EC58883EF62CE236,10/01/2017 03:09:00 AM +0000,Traffic Impediment,"(30.326388,-97.7344668)",30.326388,-97.7344668,Woodrow Ave & Houston St,ARCHIVED
51B552D234204AD2EDE3F455EC58883EF62CE236_1508018314000,10/15/2017 02:58:00 AM +0000,Crash Service,"(30.210003,-97.821925)",30.210003,-97.821925,3014 W William Cannon Dr,ARCHIVED
51C86E5A56854DBD8F91BCB9B15CF18A2F766032,10/02/2017 05:50:00 PM +0000,Traffic Hazard,"(30.2280109,-97.7810402)",30.2280109,-97.7810402,1400-1922 W Ben White Blvd Wb,ARCHIVED
51CA2CFBEAC44E4A6B50AC50E00794DB2AE288A2,09/29/2017 02:14:00 PM +0000,Crash Urgent,"(30.260132,-97.7095028)",30.260132,-97.7095028,E 7th St & N Pleasant Valley Rd,ARCHIVED
51DA62A4D7C1AFEF718CCC35F07551F2BB3879F2,09/26/2017 10:47:00 PM +0000,Crash Service,"(30.4615214,-97.8179448)",30.4615214,-97.8179448,12129 N FM 620 RD,ARCHIVED
5275AA6E7680CE5BA67569B23119BDA775D6C41F,09/28/2017 11:40:00 AM +0000,Traffic Hazard,"(30.4307109,-97.7633963)",30.4307109,-97.7633963,12600 Research Blvd Svrd Sb,ARCHIVED
5275AA6E7680CE5BA67569B23119BDA775D6C41F_1507991893000,10/14/2017 07:38:00 PM +0000,VEHICLE FIRE,"(30.404571,-97.872378)",30.404571,-97.872378,6550 Comanche Trl,ARCHIVED
527DC687FA586A676045BC4CF16CB04BA5FF58EB_1507938651000,10/14/2017 04:50:00 AM +0000,Crash Urgent,"(30.266064,-97.753494)",30.266064,-97.753494,100-125 Walter Seaholm Dr,ARCHIVED
52ACC1E71086DA5229CB59A80D1EDBFE9A1A7C25,10/04/2017 02:48:00 AM +0000,Crash Urgent,"(30.2133148,-97.7540585)",30.2133148,-97.7540585,4300-4501 S Ih 35 Svrd Nb,ARCHIVED
52E1D656CD2AE6967E9063CF3290C80502171AE5,10/04/2017 10:36:00 AM +0000,Traffic Hazard,"(30.3617699,-97.746906)",30.3617699,-97.746906,Wood Hollow Dr & Spicewood Springs Rd,ARCHIVED
52EDBE46E3908A2336D7301E277D4B66A44C2F02,09/28/2017 10:16:00 AM +0000,Traffic Hazard,"(30.3585089,-97.6885748)",30.3585089,-97.6885748,9400 N Ih 35 Sb,ARCHIVED
533958A2148AA8A3466FA3A8340D51E28294F41D,10/06/2017 08:08:00 PM +0000,Crash Urgent,"(30.2055687,-97.7165952)",30.2055687,-97.7165952,Montopolis Dr & Burleson Rd,ARCHIVED
5378C3D8A9417D31D1ABDB3DA9FFB909420656EB,09/29/2017 09:40:00 PM +0000,Traffic Hazard,"(30.4433468,-97.8332135)",30.4433468,-97.8332135,N Fm 620 Rd & Buckner Rd,ARCHIVED
5378C3D8A9417D31D1ABDB3DA9FFB909420656EB_1507994490000,10/14/2017 08:21:00 PM +0000,Crash Urgent,"(30.321409,-97.668433)",30.321409,-97.668433,7540 Ed Bluestein Blvd Svrd Sb,ARCHIVED
5378C3D8A9417D31D1ABDB3DA9FFB909420656EB_1508172810000,10/16/2017 09:53:00 PM +0000,Traffic Hazard,"(30.227030,-97.707935)",30.22703,-97.707935,Grove Blvd & E Riverside Dr,ARCHIVED
5378C3D8A9417D31D1ABDB3DA9FFB909420656EB_1508257556000,10/17/2017 09:25:00 PM +0000,Crash Urgent,"(30.402241,-97.717630)",30.402241,-97.71763,2900-2925 Palm Way,ARCHIVED
539E322A4F4CC65780CE1E183AD98299538EC22C,10/02/2017 05:26:00 PM +0000,Traffic Hazard,"(30.345389,-97.7375327)",30.345389,-97.7375327,Burnet Rd & Justin Ln,ARCHIVED
539E322A4F4CC65780CE1E183AD98299538EC22C_1507976468000,10/14/2017 03:21:00 PM +0000,Traffic Hazard,"(30.465985,-97.803950)",30.465985,-97.80395,N Fm 620 Rd Nb & Pecan Park Blvd,ARCHIVED
539E322A4F4CC65780CE1E183AD98299538EC22C_1508070360000,10/15/2017 05:26:00 PM +0000,Traffic Hazard,"(30.298481,-97.717108)",30.298481,-97.717108,4100 N Ih 35 Upper Deck Nb,ARCHIVED
53A6593EA063A3CDA52A0E5EF1EC89326DD75176,09/29/2017 03:33:00 AM +0000,Crash Urgent,"(30.3752026,-97.6778016)",30.3752026,-97.6778016,11100 N Ih 35 Nb,ARCHIVED
53A6593EA063A3CDA52A0E5EF1EC89326DD75176_1507933028000,10/14/2017 03:17:00 AM +0000,Traffic Impediment,"(30.214835,-97.884362)",30.214835,-97.884362,Davis Ln & Barstow Dr,ARCHIVED
53B43ADA41A9083EFA9B04AD10970C2B494633F1,09/30/2017 11:25:00 AM +0000,Traffic Hazard,"(30.2892327,-97.761935)",30.2892327,-97.761935,2300 N Mopac Expy Sb,ARCHIVED
53EB8055CF041753B3A43D89F2B9503C9BA333E1,09/29/2017 12:35:00 PM +0000,zSTALLED VEHICLE,"(30.1819484,-97.8399008)",30.1819484,-97.8399008,9700 West Gate Blvd,ARCHIVED
53EB8055CF041753B3A43D89F2B9503C9BA333E1_1508083538000,10/15/2017 09:05:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.301640,-97.565440)",30.30164,-97.56544,N Fm 973 Rd & E Braker Ln,ARCHIVED
53F705150A47E61A16E4050C440B0B7A7DFD53D4_1508245772000,10/17/2017 06:09:00 PM +0000,Crash Service,"(30.408188,-97.697095)",30.408188,-97.697095,12160-12194 METRIC BLVD,ARCHIVED
54164C3DB2C5171B138C809D3CBE7A6637C31CBF,10/03/2017 08:37:00 PM +0000,Traffic Impediment,"(30.2608678,-97.7585333)",30.2608678,-97.7585333,Barton Springs Rd & S Lamar Blvd,ARCHIVED
54164C3DB2C5171B138C809D3CBE7A6637C31CBF_1507994132000,10/14/2017 08:15:00 PM +0000,Crash Service,"(30.325201,-97.672067)",30.325201,-97.672067,E Us 290 Hwy Svrd Eb & Ed Bluestein Blvd Svrd Nb,ARCHIVED
541F30BE722D676339223F392B3E9B48DF7DD529,10/03/2017 05:12:00 PM +0000,Crash Urgent,"(30.3086263,-97.7546845)",30.3086263,-97.7546845,3500 Oakmont Blvd,ARCHIVED
5427674F55437297C338DEADBB57EC839B5A6DDD,09/28/2017 12:40:00 AM +0000,Traffic Hazard,"(30.2324233,-97.792895)",30.2324233,-97.792895,2300-2530 E Ben White Blvd Wb,ARCHIVED
544A5EF3B7270812304152163F0749EC895E665C,10/11/2017 03:19:00 AM +0000,Traffic Hazard,"(30.292309,-97.6636343)",30.292309,-97.6636343,E 51st St & Ed Bluestein Blvd Nb,ARCHIVED
544A5EF3B7270812304152163F0749EC895E665C_1507928331000,10/14/2017 01:58:00 AM +0000,Crash Service,"(30.348168,-97.694775)",30.348168,-97.694775,8408 N Ih 35 Svrd Sb,ARCHIVED
544A5EF3B7270812304152163F0749EC895E665C_1508279796000,10/18/2017 03:36:00 AM +0000,Crash Urgent,"(30.498149,-97.775717)",30.498149,-97.775717,10550 W Parmer Ln,ARCHIVED
54A03C7134769A5EFB16D1C25C7E899D4C2FEB0C,10/03/2017 01:57:00 PM +0000,LOOSE LIVESTOCK,"(30.2790284,-97.5071475)",30.2790284,-97.5071475,BLAKE MANOR RD & ROADRUNNER VIEW RD,ARCHIVED
54C1792C99A96A96A2881600F0CCE1D81061E8B8,10/04/2017 08:19:00 PM +0000,Crash Service,"(30.2963226,-97.7182968)",30.2963226,-97.7182968,3909 N Ih 35 Svrd Nb,ARCHIVED
54C1792C99A96A96A2881600F0CCE1D81061E8B8_1507818295000,10/12/2017 07:24:00 PM +0000,Traffic Hazard,"(30.264092,-97.764185)",30.264092,-97.764185,1901 Barton Springs Rd,ARCHIVED
54C1792C99A96A96A2881600F0CCE1D81061E8B8_1507905536000,10/13/2017 07:38:00 PM +0000,Traffic Hazard,"(30.422431,-97.703328)",30.422431,-97.703328,12511-12799 N Mopac Expy Nb,ARCHIVED
54C1792C99A96A96A2881600F0CCE1D81061E8B8_1508084775000,10/15/2017 09:26:00 PM +0000,Crash Urgent,"(30.194599,-97.767000)",30.194599,-97.767,6100-6199 S Ih 35 Nb,ARCHIVED
