Camera ID,Camera Manufacturer,Turn on Date,ATD Location ID,Primary St Segment ID,Cross St Segment ID,Landmark,Signal Engineer Area,Council District,JURISDICTION,Location Type,Location Name,Primary Street,Cross Street,Modified Date,Primary Street Block,COA Intersection ID,Camera Status,CROSS_ST_AKA,Cross Street Block,PRIMARY_ST_AKA,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address
132,Sarix,,LOC16-001470,2018681,2018680,,CENTRAL,9,,ROADWAY,6TH ST / LAVACA ST,6TH ST,LAVACA ST,,300,5156605,TURNED_ON,,600,,"(30.2687168, -97.7452011)",ONLINE,10/02/2017 08:48:00 PM +0000,-97.7452011,30.2687168,,http://162.89.4.145/CCTVImages/CCTV132.jpg
133,Sarix,,LOC16-001480,2018732,2018731,,CENTRAL,9,,ROADWAY,6TH ST / CONGRESS AVE,6TH ST,CONGRESS AVE,,100,5156982,TURNED_ON,,600,,"(30.2680664, -97.7428131)",ONLINE,10/19/2017 08:23:00 PM +0000,-97.7428131,30.2680664,,http://162.89.4.145/CCTVImages/CCTV133.jpg
134,Sarix,,LOC16-001505,2018838,2018837,,CENTRAL,9,,ROADWAY,6TH ST / RED RIVER ST,6TH ST,RED RIVER ST,,500,5157835,TURNED_ON,,600,,"(30.2664757, -97.7371902)",ONLINE,10/02/2017 08:48:00 PM +0000,-97.7371902,30.2664757,,http://162.89.4.145/CCTVImages/CCTV134.jpg
135,Sarix,,LOC16-001540,2018825,2018824,,CENTRAL,9,,ROADWAY,5TH ST / BRAZOS ST,5TH ST,BRAZOS ST,,100,5157141,TURNED_ON,,500,,"(30.2667561, -97.7418365)",ONLINE,10/02/2017 08:48:00 PM +0000,-97.7418365,30.2667561,,http://162.89.4.145/CCTVImages/CCTV135.jpg
136,Sarix,,LOC16-001550,2018868,2018867,,CENTRAL,9,,ROADWAY,5TH ST / TRINITY ST,5TH ST,TRINITY ST,,300,5157443,TURNED_ON,,500,,"(30.2661324, -97.7396774)",ONLINE,10/02/2017 08:48:00 PM +0000,-97.7396774,30.2661324,,http://162.89.4.145/CCTVImages/CCTV136.jpg
139,Sarix,,LOC16-001590,2018802,2018803,,CENTRAL,9,,ROADWAY,GUADALUPE ST / 4TH ST,GUADALUPE ST,4TH ST,,400,5156339,TURNED_ON,,401,,"(30.2671833, -97.7469635)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.7469635,30.2671833,,http://162.89.4.145/CCTVImages/CCTV139.jpg
140,Sarix,,LOC16-001615,2018440,2018441,,CENTRAL,1,,ROADWAY,12TH ST / 35 SVRD,12TH ST,IH 35 SVRD,,718,5158498,TURNED_ON,,1200,,"(30.2718334, -97.7327881)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.7327881,30.2718334,,http://162.89.4.145/CCTVImages/CCTV140.jpg
124,Sarix,,LOC16-001120,2022416,2022393,,SOUTHWEST,9,,ROADWAY,CONGRESS AVE / ELIZABETH ST,CONGRESS AVE,ELIZABETH ST,,1500,5155942,TURNED_ON,,101,,"(30.2489243, -97.749939)",ONLINE,10/02/2017 08:48:00 PM +0000,-97.749939,30.2489243,,http://162.89.4.145/CCTVImages/CCTV124.jpg
125,Sarix,,LOC16-001150,2041251,2021219,,SOUTHWEST,9,,ROADWAY,BARTON SPRINGS RD / DAWSON RD,BARTON SPRINGS RD,DAWSON RD,,1100,5155151,TURNED_ON,,501,,"(30.2603436, -97.7557068)",ONLINE,10/02/2017 08:48:00 PM +0000,-97.7557068,30.2603436,,http://162.89.4.145/CCTVImages/CCTV125.jpg
128,Sarix,,LOC16-001265,3267858,2038400,,NORTHEAST,1,,ROADWAY,DESSAU RD / BRAKER LN,DESSAU RD,BRAKER LN,,11800,5165721,TURNED_ON,,1400,,"(30.3772907, -97.6586609)",ONLINE,10/02/2017 08:48:00 PM +0000,-97.6586609,30.3772907,,http://162.89.4.145/CCTVImages/CCTV128.jpg
122,Sarix,,LOC16-001105,2037552,2046318,,CENTRAL,1,,ROADWAY,15TH ST / RED RIVER ST,15TH ST,RED RIVER ST,,400,5158186,TURNED_ON,,1500,,"(30.2756176, -97.734848)",OFFLINE,11/05/2017 09:30:00 AM +0000,-97.734848,30.2756176,,http://162.89.4.145/CCTVImages/CCTV122.jpg
145,Sarix,,LOC16-001670,2018530,2018540,,CENTRAL,1,,ROADWAY,11TH ST / 35 SVRD,11TH ST,IH 35 SVRD,,718,5158544,TURNED_ON,,1100,,"(30.2703285, -97.7324753)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.7324753,30.2703285,,http://162.89.4.145/CCTVImages/CCTV145.jpg
147,Sarix,,LOC16-001725,2019105,2019104,,CENTRAL,"3,1",,ROADWAY,7TH ST / CHICON ST,7TH ST,CHICON ST,,1700,5159761,TURNED_ON,,700,,"(30.2625771, -97.7221146)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.7221146,30.2625771,,http://162.89.4.145/CCTVImages/CCTV147.jpg
148,Sarix,,LOC16-001730,2019159,2019158,,CENTRAL,"3,1",,ROADWAY,7TH ST / PROSPECT AVE,7TH ST,PROSPECT AVE,,2141,5160282,TURNED_ON,,700,,"(30.2614746, -97.7174606)",OFFLINE,01/18/1970 09:00:00 PM +0000,-97.7174606,30.2614746,,http://162.89.4.145/CCTVImages/CCTV148.jpg
149,Sarix,,LOC16-001740,2019219,2041261,,CENTRAL,3,,ROADWAY,7TH ST / PLEASANT VALLEY RD,7TH ST,PLEASANT VALLEY RD,,2750,5161138,TURNED_ON,,500,,"(30.2601261, -97.7094955)",OFFLINE,08/01/2017 09:02:00 AM +0000,-97.7094955,30.2601261,,http://162.89.4.145/CCTVImages/CCTV149.jpg
150,Sarix,,LOC16-001795,2019568,2019567,,CENTRAL,3,,ROADWAY,CESAR CHAVEZ ST / PLEASANT VALLEY RD,CESAR CHAVEZ ST,PLEASANT VALLEY RD,,2700,5160822,TURNED_ON,,100,,"(30.2529888, -97.7127838)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.7127838,30.2529888,,http://162.89.4.145/CCTVImages/CCTV150.jpg
151,Sarix,,LOC16-001800,2019421,2019420,,CENTRAL,3,,ROADWAY,7TH ST / SPRINGDALE RD,7TH ST,SPRINGDALE RD,,3500,5161943,TURNED_ON,,700,,"(30.2560368, -97.7016754)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.7016754,30.2560368,,http://162.89.4.145/CCTVImages/CCTV151.jpg
146,Sarix,09/15/2017,LOC16-001695,2018896,2018914,,CENTRAL,"9,3",,ROADWAY,IH 35 SVRD / 6TH ST,IH 35 SVRD,6TH ST,,600,5158331,TURNED_ON,,800,,"(30.2656364, -97.7341995)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.7341995,30.2656364,,http://162.89.4.145/CCTVImages/CCTV146.jpg
172,Sarix,,LOC16-002230,2006333,2038266,,NORTHWEST,7,,ROADWAY,METRIC BLVD / PARMER LN,METRIC BLVD,PARMER LN,,12420,5162712,TURNED_ON,,1601,,"(30.4132328, -97.6905823)",ONLINE,10/02/2017 08:49:00 PM +0000,-97.6905823,30.4132328,,http://162.89.4.145/CCTVImages/CCTV172.jpg
209,Sarix,,LOC16-003040,2018981,2018982,,CENTRAL,9,,ROADWAY,RED RIVER ST / 4TH ST,RED RIVER ST,4TH ST,,400,5157734,TURNED_ON,,500,,"(30.2646255, -97.7378387)",ONLINE,10/02/2017 08:50:00 PM +0000,-97.7378387,30.2646255,,http://162.89.4.145/CCTVImages/CCTV209.jpg
244,Sarix,08/03/2017,LOC16-003805,2017672,2017787,,CENTRAL,"9,1",,ROADWAY,MANOR RD / 35 SVRD,MANOR RD,IH 35 SVRD,,914,5159120,TURNED_ON,,2100,,"(30.2830906, -97.727478)",ONLINE,10/02/2017 09:11:00 PM +0000,-97.727478,30.2830906,,http://162.89.4.145/CCTVImages/CCTV244.jpg
286,Axis,,LOC16-004800,2017269,3367455,,CENTRAL,9,,ROADWAY,IH 35 SVRD / 32ND ST,IH 35 SVRD,32ND ST,,3109,5159577,TURNED_ON,,1034,,"(30.2890625, -97.723053)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.723053,30.2890625,,http://162.89.4.145/CCTVImages/CCTV286.jpg
287,Sarix,,LOC16-004800,2017269,3367455,,CENTRAL,9,,ROADWAY,IH 35 SVRD / 32ND ST,IH 35 SVRD,32ND ST,,3109,5159577,TURNED_ON,,1034,,"(30.2890625, -97.723053)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.723053,30.2890625,,http://162.89.4.145/CCTVImages/CCTV287.jpg
291,Sarix,,LOC16-004935,2018966,2018967,,CENTRAL,9,,ROADWAY,BRAZOS ST / 3RD ST,BRAZOS ST,3RD ST,,300,5157052,TURNED_ON,,100,,"(30.2648773, -97.7425079)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.7425079,30.2648773,,http://162.89.4.145/CCTVImages/CCTV291.jpg
268,Sarix,,LOC16-004225,2012456,2012345,,NORTHWEST,"7,10",,ROADWAY,CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD,CAPITAL OF TEXAS HWY,RESEARCH BLVD SVRD,,9530,5156010,TURNED_ON,,9800,,"(30.3892517, -97.7457657)",ONLINE,10/02/2017 09:11:00 PM +0000,-97.7457657,30.3892517,,http://162.89.4.145/CCTVImages/CCTV268.jpg
292,Sarix,01/18/2017,LOC16-000155,2017380,2017467,,CENTRAL,9,,ROADWAY,24TH ST / NUECES ST,24TH ST,NUECES ST,,511,5156755,TURNED_ON,,2300,,"(30.2878265, -97.74366)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.74366,30.2878265,,http://162.89.4.145/CCTVImages/CCTV292.jpg
293,Sarix,01/17/2017,LOC16-000105,2017380,2017377,,CENTRAL,9,,ROADWAY,24TH ST / NUECES ST,24TH ST,NUECES ST,,511,5156836,TURNED_ON,,2400,,"(30.2878284, -97.7431412)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.7431412,30.2878284,,http://162.89.4.145/CCTVImages/CCTV293.jpg
296,Spectra Enhanced,05/12/2017,LOC16-001450,2018773,2018772,,CENTRAL,9,,ROADWAY,7TH ST / RED RIVER ST,7TH ST,RED RIVER ST,,500,5157893,TURNED_ON,,700,,"(30.2674026, -97.7368164)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.7368164,30.2674026,,http://162.89.4.145/CCTVImages/CCTV296.jpg
310,,,LOC16-004995,2046173,2046182,Triangle / State Offices,CENTRAL,9,,ROADWAY,LAMAR BLVD / 47TH ST (Triangle / State Offices),LAMAR BLVD,47TH ST,,4601,5158123,DESIRED,,800,,"(30.31604, -97.7341919)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7341919,30.31604,,http://162.89.4.145/CCTVImages/CCTV310.jpg
314,,,LOC16-000635,2019762,2019760,,CENTRAL,9,,ROADWAY,LAMAR BLVD / 9TH ST,LAMAR BLVD,9TH ST,,600,5155448,DESIRED,,1001,,"(30.2739487, -97.7527771)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7527771,30.2739487,,http://162.89.4.145/CCTVImages/CCTV314.jpg
315,,,LOC16-001130,2021115,2044023,,CENTRAL,9,,ROADWAY,CESAR CHAVEZ ST / B R REYNOLDS DR,CESAR CHAVEZ ST,B R REYNOLDS DR,,1000,5154951,DESIRED,,100,,"(30.266964, -97.7570953)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7570953,30.266964,,http://162.89.4.145/CCTVImages/CCTV315.jpg
294,Spectra Enhanced,01/18/2017,LOC16-004885,2007361,2038782,OLSON DR,NORTHWEST,6,,BUILDING,ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR),ANDERSON MILL RD,MILLWRIGHT PKWY,01/18/2017 08:45:00 PM +0000,10200,5149515,TURNED_ON,OLSON DR,11800,,"(30.4471645, -97.8040161)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.8040161,30.4471645,,http://162.89.4.145/CCTVImages/CCTV294.jpg
304,,,LOC16-000050,2011600,2011643,,NORTHEAST,"4,7",,ROADWAY,LAMAR BLVD / ST JOHNS AVE,LAMAR BLVD,ST JOHNS AVE,,7200,5160009,DESIRED,,613,,"(30.339407, -97.7178421)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7178421,30.339407,,http://162.89.4.145/CCTVImages/CCTV304.jpg
305,,,LOC16-000025,2012002,2012025,,NORTHEAST,"4,7",,ROADWAY,LAMAR BLVD / DENSON DR,LAMAR BLVD,DENSON DR,,6203,5159402,DESIRED,,701,,"(30.3303776, -97.7235413)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7235413,30.3303776,,http://162.89.4.145/CCTVImages/CCTV305.jpg
306,,,LOC16-000030,2011841,2011842,,NORTHEAST,"4,7",,ROADWAY,LAMAR BLVD / BRENTWOOD ST,LAMAR BLVD,BRENTWOOD ST,,6600,5159639,DESIRED,,801,,"(30.3339996, -97.7212448)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7212448,30.3339996,,http://162.89.4.145/CCTVImages/CCTV306.jpg
308,,,LOC16-000015,2019847,2019848,,NORTHEAST,"9,7",,ROADWAY,LAMAR BLVD / NORTH LOOP BLVD,LAMAR BLVD,NORTH LOOP BLVD,,5200,5158745,DESIRED,,801,,"(30.3210888, -97.729393)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.729393,30.3210888,,http://162.89.4.145/CCTVImages/CCTV308.jpg
311,,,LOC16-001000,2016194,2016133,,CENTRAL,"9,10",,ROADWAY,LAMAR BLVD / 40TH ST,LAMAR BLVD,40TH ST,,3912,5157046,DESIRED,,1001,,"(30.3078613, -97.7413864)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7413864,30.3078613,,http://162.89.4.145/CCTVImages/CCTV311.jpg
313,,,LOC16-000520,2016468,2019817,,CENTRAL,"9,10",,ROADWAY,LAMAR BLVD / 34TH ST,LAMAR BLVD,34TH ST,,3400,5156542,DESIRED,,1001,,"(30.3027, -97.7447128)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7447128,30.3027,,http://162.89.4.145/CCTVImages/CCTV313.jpg
316,,,LOC16-000625,2021301,2021302,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / TREADWELL ST,LAMAR BLVD,TREADWELL ST,,800,5154433,DESIRED,,1301,,"(30.256052, -97.7614899)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7614899,30.256052,,http://162.89.4.145/CCTVImages/CCTV316.jpg
317,,,LOC16-000605,2026544,2035570,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / HETHER ST,LAMAR BLVD,HETHER ST,,2000,5153644,DESIRED,,1401,,"(30.2494106, -97.7674408)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7674408,30.2494106,,http://162.89.4.145/CCTVImages/CCTV317.jpg
319,,,LOC16-005150,2024034,2024035,Ann Richard's School,SOUTHWEST,5,,ROADWAY,MANCHACA RD / PRATHER LN (Ann Richard's School),MANCHACA RD,PRATHER LN,,3728,5151650,DESIRED,,2001,,"(30.2339172, -97.7857132)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7857132,30.2339172,,http://162.89.4.145/CCTVImages/CCTV319.jpg
318,Spectra Enhanced,07/31/2017,LOC16-000920,2023827,2023828,Lightsey Rd,SOUTHWEST,5,,ROADWAY,MANCHACA RD / BARTON SKWY (Lightsey Rd),MANCHACA RD,BARTON SKWY,,2800,5152078,TURNED_ON,,2101,,"(30.2426128, -97.781662)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.781662,30.2426128,,http://162.89.4.145/CCTVImages/CCTV318.jpg
320,Sarix,07/26/2017,LOC16-000935,2024176,2024177,,SOUTHWEST,5,,ROADWAY,MANCHACA RD / REDD ST,MANCHACA RD,REDD ST,,4400,5151323,TURNED_ON,,2001,,"(30.2282581, -97.7894058)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.7894058,30.2282581,,http://162.89.4.145/CCTVImages/CCTV320.jpg
321,,,LOC16-000945,2024460,2024437,,SOUTHWEST,5,,ROADWAY,MANCHACA RD / JONES RD,MANCHACA RD,JONES RD,,5100,5150932,DESIRED,,2001,,"(30.2207584, -97.7940674)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7940674,30.2207584,,http://162.89.4.145/CCTVImages/CCTV321.jpg
323,Spectra Enhanced,07/27/2017,LOC16-000965,2025283,2025284,,SOUTHWEST,5,,ROADWAY,MANCHACA RD / MATTHEWS LN,MANCHACA RD,MATTHEWS LN,,7100,5149803,TURNED_ON,,2001,,"(30.1999645, -97.8073349)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.8073349,30.1999645,,http://162.89.4.145/CCTVImages/CCTV323.jpg
324,Spectra Enhanced,07/31/2017,LOC16-000970,2025720,2025721,,SOUTHWEST,5,,ROADWAY,MANCHACA RD / DAVIS LN,MANCHACA RD,DAVIS LN,,8416,5149065,TURNED_ON,,2001,,"(30.1859264, -97.8163071)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.8163071,30.1859264,,http://162.89.4.145/CCTVImages/CCTV324.jpg
341,,,LOC16-002815,2020980,2020944,,CENTRAL,9,,ROADWAY,5TH ST / CAMPBELL ST,5TH ST,CAMPBELL ST,,1600,5153901,DESIRED,,500,,"(30.2748566, -97.7648392)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7648392,30.2748566,,http://162.89.4.145/CCTVImages/CCTV341.jpg
342,,,LOC16-001015,2021802,2020944,,CENTRAL,9,,ROADWAY,6TH ST / CAMPBELL ST,6TH ST,CAMPBELL ST,,1600,5153995,DESIRED,,500,,"(30.2757683, -97.7642212)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7642212,30.2757683,,http://162.89.4.145/CCTVImages/CCTV342.jpg
343,,,LOC16-004680,2021012,2021011,,CENTRAL,9,,BUILDING,5TH ST / PRESSLER ST,5TH ST,PRESSLER ST,02/15/2017 09:18:00 PM +0000,1400,5154542,DESIRED,,500,,"(30.272729, -97.760832)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.760832,30.272729,,http://162.89.4.145/CCTVImages/CCTV343.jpg
344,,,LOC16-004730,2020982,2020967,,CENTRAL,9,,ROADWAY,6TH ST / PRESSLER ST,6TH ST,PRESSLER ST,,1300,5154542,DESIRED,,600,,"(30.273898, -97.760207)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.760207,30.273898,,http://162.89.4.145/CCTVImages/CCTV344.jpg
345,,,LOC16-001610,2021006,2021005,,CENTRAL,9,,ROADWAY,6TH ST / BLANCO ST,6TH ST,BLANCO ST,,1135,5154932,DESIRED,,600,,"(30.2727489, -97.7571259)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7571259,30.2727489,,http://162.89.4.145/CCTVImages/CCTV345.jpg
346,,,LOC16-004660,2021042,2021041,,CENTRAL,9,,ROADWAY,5TH ST / WALSH ST,5TH ST,WALSH ST,,1200,5154806,DESIRED,,500,,"(30.2716541, -97.7581711)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7581711,30.2716541,,http://162.89.4.145/CCTVImages/CCTV346.jpg
347,,,LOC16-001510,2018666,2018644,,CENTRAL,9,,ROADWAY,5TH ST / WEST AVE,5TH ST,WEST AVE,,700,5155711,DESIRED,,500,,"(30.26931, -97.7509537)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7509537,30.26931,,http://162.89.4.145/CCTVImages/CCTV347.jpg
348,,,LOC16-001455,2018604,2018580,,CENTRAL,9,,ROADWAY,6TH ST / WEST AVE,6TH ST,WEST AVE,,700,5155766,DESIRED,,600,,"(30.2702961, -97.7505875)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7505875,30.2702961,,http://162.89.4.145/CCTVImages/CCTV348.jpg
349,,,LOC16-001460,2018623,2018622,,CENTRAL,9,,ROADWAY,6TH ST / NUECES ST,6TH ST,NUECES ST,,600,5156096,DESIRED,,600,,"(30.2696285, -97.7484207)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7484207,30.2696285,,http://162.89.4.145/CCTVImages/CCTV349.jpg
350,,,LOC16-001515,2018696,2018695,,CENTRAL,9,,ROADWAY,5TH ST / NUECES ST,5TH ST,NUECES ST,,600,5156046,DESIRED,,500,,"(30.2686787, -97.7487793)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7487793,30.2686787,,http://162.89.4.145/CCTVImages/CCTV350.jpg
351,,,LOC16-001465,2018659,2018658,,CENTRAL,9,,ROADWAY,6TH ST / GUADALUPE ST,6TH ST,GUADALUPE ST,,400,5156452,DESIRED,,600,,"(30.2690239, -97.7462616)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7462616,30.2690239,,http://162.89.4.145/CCTVImages/CCTV351.jpg
352,,,LOC16-001570,2018738,2018737,,CENTRAL,9,,ROADWAY,5TH ST / GUADALUPE ST,5TH ST,GUADALUPE ST,,400,5156387,DESIRED,,500,,"(30.2680931, -97.7466354)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7466354,30.2680931,,http://162.89.4.145/CCTVImages/CCTV352.jpg
353,,,LOC16-001525,2018755,2018754,,CENTRAL,9,,ROADWAY,5TH ST / LAVACA ST,5TH ST,LAVACA ST,,300,5156555,DESIRED,,500,,"(30.2677956, -97.7455444)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7455444,30.2677956,,http://162.89.4.145/CCTVImages/CCTV353.jpg
354,,,LOC16-001535,2018801,2018800,,CENTRAL,9,,ROADWAY,5TH ST / CONGRESS AVE,5TH ST,CONGRESS AVE,,100,5156914,DESIRED,,500,,"(30.2671185, -97.7431717)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7431717,30.2671185,,http://162.89.4.145/CCTVImages/CCTV354.jpg
355,,,LOC16-001490,2018781,2018780,,CENTRAL,9,,ROADWAY,6TH ST / SAN JACINTO BLVD,6TH ST,SAN JACINTO BLVD,,200,5157344,DESIRED,,600,,"(30.267395, -97.7403717)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7403717,30.267395,,http://162.89.4.145/CCTVImages/CCTV355.jpg
357,,,LOC16-001560,2018912,2018911,,CENTRAL,9,,ROADWAY,5TH ST / RED RIVER ST,5TH ST,RED RIVER ST,,500,5157789,DESIRED,,500,,"(30.2655354, -97.7374878)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7374878,30.2655354,,http://162.89.4.145/CCTVImages/CCTV357.jpg
364,,,LOC16-001020,2035580,2041357,,SOUTHWEST,8,,ROADWAY,SOUTHWEST PKWY / FOSTER RANCH RD,SOUTHWEST PKWY,FOSTER RANCH RD,,6000,5146140,DESIRED,,4501,,"(30.2480564, -97.8497391)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.8497391,30.2480564,,http://162.89.4.145/CCTVImages/CCTV364.jpg
376,,,LOC16-004115,2019390,2019445,,CENTRAL,3,,ROADWAY,5TH ST / PLEASANT VALLEY RD,5TH ST,PLEASANT VALLEY RD,,2715,5160988,DESIRED,,400,,"(30.256628, -97.7111053)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7111053,30.256628,,http://162.89.4.145/CCTVImages/CCTV376.jpg
381,,,LOC16-001715,2018936,2019007,,CENTRAL,"3,1",,ROADWAY,7TH ST / ATTAYAC ST,7TH ST,ATTAYAC ST,,1201,5158993,DESIRED,,600,,"(30.2650185, -97.7290802)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7290802,30.2650185,,http://162.89.4.145/CCTVImages/CCTV381.jpg
382,,,LOC16-001720,2019012,2019011,,CENTRAL,"3,1",,ROADWAY,7TH ST / COMAL ST,7TH ST,COMAL ST,,1500,5159325,DESIRED,,700,,"(30.2639542, -97.7261353)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7261353,30.2639542,,http://162.89.4.145/CCTVImages/CCTV382.jpg
383,,,LOC16-001735,2019194,2019179,,CENTRAL,3,,ROADWAY,7TH ST / PEDERNALES ST,7TH ST,PEDERNALES ST,,2500,5160710,DESIRED,,700,,"(30.2609138, -97.7137146)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7137146,30.2609138,,http://162.89.4.145/CCTVImages/CCTV383.jpg
384,,,LOC16-001805,2019539,2019538,,CENTRAL,3,,ROADWAY,7TH ST / SHADY LN,7TH ST,SHADY LN,,4600,5162417,DESIRED,,702,,"(30.2533531, -97.6975708)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.6975708,30.2533531,,http://162.89.4.145/CCTVImages/CCTV384.jpg
365,,,LOC16-003030,2046523,2041466,,SOUTHWEST,8,,ROADWAY,SOUTHWEST PKWY / BOSTON LN,SOUTHWEST PKWY,BOSTON LN,,4501,5147638,DESIRED,,4501,,"(30.2401161, -97.8332901)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.8332901,30.2401161,,http://162.89.4.145/CCTVImages/CCTV365.jpg
369,Spectra Enhanced,06/08/2017,LOC16-000980,2023605,2023606,,SOUTHEAST,2,,ROADWAY,PLEASANT VALLEY RD / WILLIAM CANNON DR,PLEASANT VALLEY RD,WILLIAM CANNON DR,,6406,5156706,TURNED_ON,,5100,,"(30.1796741, -97.7469025)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7469025,30.1796741,,http://162.89.4.145/CCTVImages/CCTV369.jpg
375,,,LOC16-001175,2022667,2022668,,SOUTHWEST,3,,ROADWAY,PLEASANT VALLEY RD / ELMONT DR,PLEASANT VALLEY RD,ELMONT DR,,1100,5160122,DESIRED,,2424,,"(30.238802, -97.7195511)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7195511,30.238802,,http://162.89.4.145/CCTVImages/CCTV375.jpg
377,Sarix,10/06/2017,LOC16-000570,2021116,2021833,,SOUTHWEST,8,,ROADWAY,BARTON SPRINGS RD / STRATFORD DR,BARTON SPRINGS RD,STRATFORD DR,,2200,5153190,TURNED_ON,,2207,,"(30.2671709, -97.77088083)",ONLINE,10/11/2017 05:14:00 PM +0000,-97.77088083,30.2671709,,http://162.89.4.145/CCTVImages/CCTV377.jpg
379,,,LOC16-000640,2021180,2021189,,SOUTHWEST,5,,ROADWAY,BARTON SPRINGS RD / KINNEY AVE,BARTON SPRINGS RD,KINNEY AVE,,1501,5154418,DESIRED,,501,,"(30.261982, -97.761467)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.761467,30.261982,,http://162.89.4.145/CCTVImages/CCTV379.jpg
380,,,LOC16-001145,2019331,2019279,,SOUTHWEST,9,,ROADWAY,BARTON SPRINGS RD / BOULDIN AVE,BARTON SPRINGS RD,BOULDIN AVE,,600,5155411,DESIRED,,101,,"(30.2595844, -97.753479)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.753479,30.2595844,,http://162.89.4.145/CCTVImages/CCTV380.jpg
394,,,LOC16-000340,2016297,2016296,,CENTRAL,9,,ROADWAY,45TH ST / RED RIVER ST,45TH ST,RED RIVER ST,,800,5159912,DESIRED,,4500,,"(30.3048534, -97.7196121)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7196121,30.3048534,,http://162.89.4.145/CCTVImages/CCTV394.jpg
395,,,LOC16-000295,2016185,2016164,,CENTRAL,9,,ROADWAY,45TH ST / DUVAL ST,45TH ST,DUVAL ST,,400,5159359,DESIRED,,4500,,"(30.3069954, -97.7245865)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7245865,30.3069954,,http://162.89.4.145/CCTVImages/CCTV395.jpg
396,,,LOC16-000300,2016057,2016138,,CENTRAL,9,,ROADWAY,45TH ST / SPEEDWAY,45TH ST,SPEEDWAY,,100,5158939,DESIRED,,4400,,"(30.3086319, -97.7283936)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7283936,30.3086319,,http://162.89.4.145/CCTVImages/CCTV396.jpg
